product_name,size_raw,price_raw,color,rating_score,count_rate,sold_count,first_comment,short_description,product_url,image_url,price_list,product_type
Mồi Câu Cá Giả E50 Lurefans,no-6 | no-10 | no-16 | no-27 | no-28 | no-44 | no-79,100000,no-79 | no-6 | no-10 | no-16 | no-27 | no-28 | no-44,5.0,1.0,173,Học Người đánh giá đã mua hàng,"Mồi câu E50 chuyên giành câu lure cá lóc, cá chẽm cực nhạy của thương hiệu Lurefans. Sử dụng sơn nano nhiều lớp giúp sơn bền màu và rất bắt mắt, bi sắt bên trong tạo âm thanh kích thích cá săn mồi.
Thông số: 
Chiều dài: 50mm
Trọng lượng: 12.5gram
Lặn tối đa: 2.5m",https://vuadocau.com/moi-cau-ca-gia-e50/,https://vuadocau.com/wp-content/uploads/2025/09/moi-vib-long-duoi-33.jpg,[100000],moi_cau
Màng Co Nhiệt Cuốn Cán Cần Câu Chống Trượt,2-8cm | 2-5cm | 2-2cm | 3-5cm | 3-0cm,35000 | 40000 | 45000 | 50000 | 55000,Màu Đen | Màu Đỏ | Màu Vàng | Màu Xanh | Xanh Đậm,0.0,,34,,"Màng Co Nhiệt Cuốn Cán Cần Câu Chống Trượt – Màng co bọc cần câu.
*Thông số kĩ thuật :
– Chất liệu : Cao su non cao cấp.
– Tính năng : Bảo vệ cán cần câu
– Màu Sắc : Đen , Vàng , Đỏ , Xanh Dương , Xanh Lá.
– Kích thước:
+ Loại 1 : Dài 1m . Đường kính 2.2cm
+ Loại 2 : Dài 1m . Đường kính 2.5cm
+ Loại 3 : Dài 1m . Đường kính 2.8cm
+ Loại 4 : Dài 1m . Đường kính 3.0cm
+ Loại 5 : Dài 1m . Đường kính 3.5cm",https://vuadocau.com/mang-co-nhiet-cuon-can-can-cau-chong-truot/,https://vuadocau.com/wp-content/uploads/2025/11/phao-cau-co-den-W-20.jpg,"[35000, 40000, 45000, 50000, 55000]",khac
"Dây Cước Thiết Ngưu Làm Trục, Thẻo Câu Săn Hàng",1-5 | 2-0 | 2-5 | 3-0 | 3-5 | 4-0 | 5-0 | 6-0 | 7-0 | 8-0 | 10-0 | 12-0 | 14 | 16,170000,Trong suốt hoặc Đồng ( Khách đặt hàng vui lòng ghi chú chọn màu),0.0,,761,,"Dây cước Thiết Ngưu MRY làm trục, làm thẻo câu đài. Dây siêu bền dai, sợi không xoăn tải cá cao đang rất được ưa chuộng hiện nay.
Chiều dài: 100m
Màu sắc: Trong suốt hoặc Đồng ( Khách đặt hàng vui lòng ghi chú chọn màu)
Thông số:
#1.5 – ø: 0.205mm
#2.0 – ø: 0.235mm
#2.5 – ø: 0.265mm
#3.0 – ø: 0.205mm
#3.5 – ø: 0.285mm
#4.0 – ø: 0.330mm
#5.0 – ø: 0.370mm
#6.0 – ø: 0.405mm
#7.0 – ø: 0.435mm
#8.0 – ø: 0.470mm
#10.0 – ø: 0.525mm
#12.0 – ø: 0.570mm
#14.0 – ø: 0.620mm
#16.0 – ø: 0.660mm",https://vuadocau.com/day-cuoc-thiet-nguu-lam-truc-theo-cau-san-hang/,https://vuadocau.com/wp-content/uploads/2025/06/Grappler-1.jpg,[170000],day_cuoc
Sét 5 bộ hạt chặn làm trục chống nổ siêu vip,5-bo-hat-chan-7-2 | 5-bo-hat-chan-73,20000 | 30000,,0.0,,3795,,"Sét hạt chặn làm trục câu đài, câu tay chống nổ siêu vip hãng AOHU
L: Dây #3.5 – #6.0
M: Dây #2.5 – #4.0
S: Dây #1.5 – #3.0
2S: Dây #1.0 – #2.0
3S: Dây #0.6 – 1.2",https://vuadocau.com/set-5-bo-hat-chan-lam-truc-chong-no-sieu-vip/,https://vuadocau.com/wp-content/uploads/2025/11/phao-cau-co-den-W-20.jpg,"[20000, 30000]",khac
Áo Câu Cá Rapala SD100,size-m | size-l | size-xl,395000,,0.0,,37,,"Áo câu cá chống nắng Rapala SD100 bảo vệ bạn khỏi các tia cực tím, chất vải thoáng mịn mang đến cảm giác thoải mái cho cần thủ trong những chuyến đi câu đầy nắng gió.",https://vuadocau.com/ao-cau-ca-rapala-sd100/,https://vuadocau.com/wp-content/uploads/2025/11/ao-phantom-camo-guf.jpg,[395000],khac
Máy Câu Ngang Shimano 22 SLX,150hg-tay-phai | 151hg-tay-trai,2310000,,4.83,6.0,305,Trung Người đánh giá đã mua hàng,"Máy câu ngang Shimano SLX một mẫu máy câu bình dân tập trung vào sức mạnh, sự bền bỉ và trải nghiệm người dùng. Được trang bị nhiều công nghệ mới của Shimano cùng vật liệu cao cấp, Shimano SLX là sự lựa chọn tuyệt vời cho cần thủ khi không muốn chi trả quá nhiều tiền.
Thông số
SLX151HG: Tay Trái | Ratio: 7.2:1| Bearing: 3+1 | Drag: 5kg | Trọng lượng: 195g | Sức chứa dây PE(lb/yds): 20/150 – 30/135 | Tốc độ thu dây: 72cm | Giá bán: 2.310.000đ
SLX150HG: Tay Phải | Ratio: 7.2:1| Bearing: 3+1 | Drag: 5kg | Trọng lượng: 195g | Sức chứa dây PE(lb/yds): 20/150 – 30/135 | Tốc độ thu dây: 72cm | Giá bán: 2.310.000đ",https://vuadocau.com/may-cau-ngang-shimano-22-slx/,https://vuadocau.com/wp-content/uploads/2025/11/may-cau-bassx100-2024-5.jpg,[2310000],may_cau_ngang
Ná Cao Su Batrods,nan,245000,,0.0,,58,,"Ná Cao Su Batrods là một loại ná phù hợp cho tập luyện và thi đấu, ná được làm bằng hợp kim nhôm đúc nguyên khối với thiết kế cân đối và chuẩn xác giúp lực bắn chuẩn xác và cực mạnh, không han gỉ vĩnh cửu với thời gian. Mẫu ná được làm theo nguyên mẫu của chiếc ná đạt giải nhiều nhất trong các cuộc thi bắn ná tại Việt Nam
Thông số: 
–  Dài 11cm, Rộng 7,5cm
–  Chất liệu: Ná được đúc bằng hợp kim nhôm nguyên khối không gỉ sét. Cầm rất nhẹ nhưng đem lại cảm giác rất chắc chắn 
–  Thân và tay cầm được cuốn dù sinh tồn tạo cảm giác mạnh mẽ và cá tính. 
–  Thiết kế chuẩn xác và tinh tế giúp đạn đi xa và chính xác. 
Tặng kèm: 
–  2 thun cao su lực co giãn siêu mạnh ( Trị giá 30.000) 
–  Túi bi bắn ná đường kính 8mm (Trị giá 20.000) 
Giao hàng:
–  Giao hàng COD toàn quốc 3 – 4 ngày
–  Phí giao hàng từ 25000 – 35000 tuỳ từng khu vực. 
Bảo hành: 
–  Đền 100% tiền nếu trong quá trình sử dụng có bất kỳ hỏng hóc nào phát sinh.",https://vuadocau.com/na-cao-su-batrods-nhom-nguyen-khoi-chac-75mm/,https://vuadocau.com/wp-content/uploads/2025/07/na-go-mun-beo-1.jpg,[245000],khac
Ná Cao Su Batman,nan,245000,,0.0,,121,,"Ná Cao Su Batman là một loại ná phù hợp cho tập luyện và thi đấu, ná được làm bằng hợp kim nhôm đúc nguyên khối với thiết kế cân đối và chuẩn xác giúp lực bắn chuẩn xác và cực mạnh, không han gỉ vĩnh cửu với thời gian. Mẫu ná được làm theo nguyên mẫu của chiếc ná đạt giải nhiều nhất trong các cuộc thi bắn ná tại Việt Nam
Thông số: 
–  Dài 11cm, Rộng 7,5cm
–  Chất liệu: Ná được đúc bằng hợp kim nhôm nguyên khối không gỉ sét. Cầm rất nhẹ nhưng đem lại cảm giác rất chắc chắn 
–  Thân và tay cầm được cuốn dù sinh tồn tạo cảm giác mạnh mẽ và cá tính. 
–  Thiết kế chuẩn xác và tinh tế giúp đạn đi xa và chính xác. 
Tặng kèm: 
–  2 thun cao su lực co giãn siêu mạnh ( Trị giá 30.000) 
–  Túi bi bắn ná đường kính 8mm (Trị giá 20.000) 
Giao hàng:
–  Giao hàng COD toàn quốc 3 – 4 ngày
–  Phí giao hàng từ 25000 – 35000 tuỳ từng khu vực.",https://vuadocau.com/na-cao-su-batman-nhom-nguyen-khoi-chac-75/,https://vuadocau.com/wp-content/uploads/2025/07/na-go-mun-beo-1.jpg,[245000],khac
Daiwa Morethan Branzino EX AGS,87lml | 87ml | 97ml-m | 98m-mh,15400000 | 16300000,,5.0,1.0,8,Lại Ngọc Duy Người đánh giá đã mua hàng,"Daiwa Morethan Branzino EX AGS siêu phẩm đẳng cấp nhất của thương hiệu Daiwa đã có mặt tại Vua Đồ Câu. Là mẫu cần câu flagship chuyên giành cho mục đích câu cá chẽm tương thích với nhiều loại mồi câu và đặc biệt là cảm giác siêu nhạy. Rất nhiều cần thủ Việt Nam sử dụng trong câu cá lóc, măng và cá hoàng đế cũng hết lời khen ngợi về cây cần đặc biệt này.
Khoen : AGS – chỉ full carbon
Đầu bu : AGS chống xoắn
Pad : AirSensor
Xuất xứ: Daiwa / Made in Japan
Thông số:
87LML ~ Chiều dài: 2m62 | 2 Khúc | Rút gọn: 135cm | Trọng lượng: 97g | Ø Ngọn/ Ø Gốc (mm): 1,5/10,3 | Tải mồi: 5 – 30g | Tải dây PE: #0.6 – #1.5 | Hàm lượng carbon: 100% | Giá bán: 15.400.000 vnđ
87ML ~ Chiều dài: 2m62 | 2 Khúc | Rút gọn: 135cm | Trọng lượng: 111g | Ø Ngọn/ Ø Gốc (mm): 1,7/10,8 | Tải mồi: 7 – 35g | Tải dây PE: #0.6 – #1.5 | Hàm lượng carbon: 100% | Giá bán: 15.400.000 vnđ
97ML/M ~ Chiều dài: 2m92 | 2 Khúc | Rút gọn: 150cm | Trọng lượng: 126g | Ø Ngọn/ Ø Gốc (mm): 1,5/12,3 | Tải mồi: 7 – 40g | Tải dây PE: #0.6 – #1.5 | Hàm lượng carbon: 100% | Giá bán: 16.300.000 vnđ
98M/MH ~ Chiều dài: 2m95 | 2 Khúc | Rút gọn: 152cm | Trọng lượng: 147g | Ø Ngọn/ Ø Gốc (mm): 1,7/13,3 | Tải mồi: 10 – 50g | Tải dây PE: #0.8 – #2.0 | Hàm lượng carbon: 100% | Giá bán: 16.300.000 vnđ",https://vuadocau.com/daiwa-morethan-branzino-ex-ags/,https://vuadocau.com/wp-content/uploads/2025/08/can-cau-daiwa-lurenist.jpg,"[15400000, 16300000]",khac
Kẹp Chun Buộc Và Móc Mồi Hạt Câu Đài KM06,nan,30000,,0.0,,2,,"Dụng cụ buộc chun để buộc và móc mồi hạt, giun trong câu đài. Tiện lợi, đơn giản, dễ sử dụng.
Mã sản phẩm: KM06
Kèm chun buộc hạt",https://vuadocau.com/kep-trun-buoc-va-moc-moi-hat-cau-dai-km06/,,[30000],moi_cau
Nhái Hơi Kekhan Câu Cá Lóc,a1 | a2 | a3 | a4 | a5,130000,Màu A1 | Màu A2 | Màu A3 | Màu A4 | Màu A5,0.0,,79,,"Nhái Hơi Thái Lan Kekhan là một trong những con mồi kinh điển chưa bao giờ hết hot. Bất cứ một cần thủ mê câu lure cũng luôn có trong hộp mồi con Kekhan này, sức hấp dẫn không thể chối từ.
Thông số: 
–  Màu nâu
–  Dài 5,5 cm (tính cả chân và thìa)
–  Trọng lượng 6 gram
–  Nhập khẩu Thái Lan",https://vuadocau.com/nhai-hoi-kekhan-cau-ca-loc/,https://vuadocau.com/wp-content/uploads/2021/07/Quang-My-Ly-7h-300x300.jpg,[130000],khac
Bắn Cao Su Hero,nan,215000,,0.0,,58,,"Mẫn giàn bắn cao su thép 304 giá rẻ được nhiều người yêu thích với khả năng chính xác tuyệt vời
Phí vận chuyển 25.000 toàn quốc
Model: Hero
Chất liệu: Thép không gỉ
Quà tặng: 2 Bộ dây, 1 túi bi 8li
Xem thêm nhiều mẫu khác Tại Đây",https://vuadocau.com/ban-cao-su-hero/,https://vuadocau.com/wp-content/uploads/2021/07/Quang-My-Ly-7h-300x300.jpg,[215000],khac
"Set 12 Mồi Fly Câu Mương, Thểu, Rô Phi Cực Nhạy",nan,95000,Màu sắc mỗi sét đều khác nhau ( làm thủ công không con nào giống con nào),0.0,,67,,"Set 12 mồi muỗi câu lure các loại cá mương, cá rô phi, cá rói, cá thểu cực nhạy hàng đã được kiểm chứng với hàng trăm video trên youtube. 
Các sản phẩm khách hàng nên mua kèm:
–  Hạt thẻo tàng hình hỗ trợ ném mồi xa
–  Set 10 mồi ruồi câu Rô Phi siêu bá đạo ( Thích hợp rô phi, mương, thểu, cá chày, ngựa nam… và siêu tuyệt vời cho bác nào câu suối) 
Thông số: 
–  Số lượng 12 con
–  Màu sắc: Màu sắc mỗi sét đều khác nhau ( làm thủ công không con nào giống con nào)
–  Thích hợp câu cần UL, ML ( các loại cần cứng hơn vui lòng sử dụng thêm Hạt Thẻo hỗ trợ ném mồi)",https://vuadocau.com/set-12-moi-fly-cau-muong-theu-ro-phi-cuc-nhay/,https://vuadocau.com/wp-content/uploads/2021/07/Quang-My-Ly-7h-300x300.jpg,[95000],moi_cau
Cần Câu Tay Giá Rẻ Cáo Lửa,3m6 | 4m5 | 5m4,230000 | 250000 | 270000,,0.0,,97,,"Cần câu tay giá rẻ Cáo Lửa là một trong những mẫu cần câu cá của hãng đồ câu Liu Zi tại Đài Loan, cần có độ tải cá cao và bền nhất trong phân khúc bình dân.
Thông số: 
–  Cần 3m6 – 7 khúc –  Chiều dài rút gọn: 65cm – Nặng: 110g – Đường kính gốc: 17,6mm – Đường kính ngọn: 1mm – Giá bán 230.000 vnđ
–  Cần 4m5 – 8 khúc –  Chiều dài rút gọn: 65cm – Nặng: 146g – Đường kính gốc: 19,7mm – Đường kính ngọn: 1mm – Giá bán 250.000 vnđ
–  Cần 5m4 – 10 khúc –  Chiều dài rút gọn: 65cm – Nặng: 237g – Đường kính gốc: 24,5mm – Đường kính ngọn: 1mm – Giá bán 270.000 vnđ
Phí vận chuyển toàn quốc và đóng cần trong ống nhựa 50.000",https://vuadocau.com/can-cau-tay-gia-re-cao-lua/,https://vuadocau.com/wp-content/uploads/2021/07/Quang-My-Ly-7h-300x300.jpg,"[230000, 250000, 270000]",can_cau_tay
Gậy Vảy Trục Câu Đài,nan,80000,GP-3,0.0,,5,,"Gậy vảy trục câu đài thiết kế tinh tế, giúp vảy trục đến ổ câu một cách chính xác.
Chiều dài : 90cm",https://vuadocau.com/gay-vay-truc-cau-dai/,,[80000],khac
Bắn Cao Su Dạ Vương,nan,285000,,0.0,,1257,,"Mẫu bắn cao su phân khúc cao cấp, thích hợp săn bắn chim, chuột đang được ưa chuộng nhất hiện nay.
Phí vận chuyển 25.000 toàn quốc
Sản phẩm chuyên dụng cho thi đấu với độ chính xác cao nhất hiện nay.  
Model: Dạ Vương 
Chất liệu: Thép không gỉ
Quà tặng: 2 Bộ dây, 1 túi bi 8li 
Xem Thêm Các Sản Phẩm Khác Tại Đây",https://vuadocau.com/ban-cao-su-mat-quy/,https://vuadocau.com/wp-content/uploads/2021/07/Quang-My-Ly-7h-300x300.jpg,[285000],khac
Cần Câu Tay GW Thanh Tầm Săn Hàng 5H,3m6 | 4m5 | 5m4 | 6m3 | 7m2 | 8m1 | 9m | 10m,1000000 | 1450000 | 1700000 | 1850000 | 2050000 | 2350000 | 2650000 | 2950000,,5.0,4.0,110,Minh Người đánh giá đã mua hàng,"Cần câu tay Thanh Tầm Săn Hàng 5H của thương hiệu GW siêu phẩm chuyên câu cá lớn, thích hợp săn hàng siêu khủng. Thích hợp cho mọi địa hình, Thanh Tầm thuộc top những cây cần bán chạy nhất tại thị trường Trung Quốc. 
Thương hiệu:  GW  ( 光威 )
Tên: Thanh Tầm Săn Hàng 5H
Điếu tính: 2:8
Phân khúc: Cao Cấp
Địa hình: Mọi địa hình
Chất liệu: 99% Carbon, 1% sợi thuỷ tinh
Ngọn chống xoắn 360 độ, team bạc hàng loại 1 nội địa Trung Quốc.  Xin vui lòng không so sánh giá sản phẩm của chúng tôi với hàng chợ, hàng nhái trên thị trường. 
–  3,6m – 4 khúc – Dài 110cm – Nặng 91g – Φ gốc 22,4mm – Φ ngọn 1,6mm – Nhấc tĩnh 3000g – Giá bán: 1.000.000
–  4,5m – 5 khúc – Dài 110cm – Nặng 141g – Φ gốc 23,6mm – Φ ngọn 1,6mm – Nhấc tĩnh 3000g – Giá bán: 1.350.000 VNĐ. Giá mua kèm ngọn phụ 1.450.000 VNĐ
–  5,4m – 5 khúc – Dài 120cm – Nặng 175g – Φ gốc 23,6mm – Φ ngọn 1,6mm – Nhấc tĩnh 3000g – Giá bán: 1.600.000 VNĐ. Giá mua kèm ngọn phụ 1.700.000 VNĐ
–  6,3m – 6 khúc – Dài 120cm – Nặng 234g – Φ gốc 24,5mm – Φ ngọn 1,6mm – Nhấc tĩnh 3000g – Giá bán: 1.850.000
–  7,2m – 7 khúc – Dài 120cm – Nặng 311g – Φ gốc 25,4mm – Φ ngọn 1,6mm – Nhấc tĩnh 3000g – Giá bán: 2.050.000
–  8,1m – 8 khúc – Dài 120cm – Nặng 432g – Φ gốc 27,7mm – Φ ngọn 1,6mm – Nhấc tĩnh 3000g – Giá bán: 2.350.000
–  9,0m – 9 khúc – Dài 120cm – Nặng 539g – Φ gốc 31,4mm – Φ ngọn 1,6mm – Nhấc tĩnh 3000g – Giá bán: 2.650.000
–  10,0m – 10 khúc – Dài 120cm – Nặng 625g – Φ gốc 34,4mm – Φ ngọn 1,6mm – Nhấc tĩnh 3000g – Giá bán: 2.950.000",https://vuadocau.com/can-cau-tay-gw-dai-chien/,https://vuadocau.com/wp-content/uploads/2025/11/vuong-quyen-th2.jpg,"[1000000, 1450000, 1700000, 1850000, 2050000, 2350000, 2650000, 2950000]",can_cau_tay
Phao Câu Đêm Có Đèn Đổi Màu KF Chống Sóng,kf04-1-5g | kf05-2-6g | kf06-1-8g,85000,,0.0,,81,,"Phao câu đêm có đèn đổi màu KF chống sóng khi cá cắn, ưu điểm phao cực nhạy báo cá nhanh độ bền tốt nhất hiện nay.
Thông số:
KF04: Loại: Phao nano | Dài: 35.8cm | Trọng lượng: 1.87g | Tải chì: 1.5g 
KF05: Loại: Phao nano | Dài: 37.5cm | Trọng lượng: 1.99g | Tải chì: 2.6g
KF06:Loại: Phao nano | Dài: 38.3cm | Trọng lượng: 1.91g | Tải chì: 1.8g",https://vuadocau.com/phao-cau-dem-co-den-doi-mau-kf-chong-song/,https://vuadocau.com/wp-content/uploads/2024/12/phao-nong-sg02-3.jpg,[85000],phao
Nhái Hơi Chuột Sóc Câu Cá Lóc Cực Nhạy,a1 | a2 | a3 | a4,120000,a3 | a4 | a1 | a2,0.0,,284,,"Nhái Hơi Thái Lan Chuột Sóc là một trong những con mồi kinh điển chưa bao giờ hết hot. Là một cần thủ câu cá lóc bạn không thể bỏ lỡ con mồi nhái hơi này.
Thông số: 
–  2 Màu 
–  Trọng lượng 6 gram – 8 gram – 10 gram
–  Nhập khẩu Thái Lan, cao su cực bền. Action hấp dẫn chuyên săn cá nhát.
Click vào hình ảnh bên dưới để chọn màu sắc bạn muốn mua",https://vuadocau.com/nhai-hoi-chuot-soc-cau-ca-loc/,https://vuadocau.com/wp-content/uploads/2024/08/coc-1.jpg,[120000],khac
Dây Cước Nylon Câu Cá Sunline Mark-S,1-75 | 2-5 | 2 | 3 | 4 | 5 | 6,450000,,0.0,,136,,"Dây cước Nylon Sunline Mark-S là dòng dây nylon cao cấp của thương hiệu đồ câu Sunline danh tiếng của Nhật Bản. Với khả năng chịu tải siêu cao với cùng một kích thước đường kính khi so sánh với các sản phẩm khác, Nylon là sự lựa chọn tuyệt vời cho mọi cần thủ.
Thông số:
#1.75 Φ 0.220mm – Dài 150m – Tải 4kg – Giá bán 450.000đ
#2 Φ 0.235mm – Dài 150m – Tải 4.4kg – Giá bán 450.000đ
#2.5 Φ 0.260mm – Dài 150m – Tải 5.4kg – Giá bán 450.000đ
#3 Φ 0.285mm – Dài 150m – Tải 6.4kg – Giá bán 450.000đ
#4 Φ 0.330mm – Dài 150m – Tải 8.3kg – Giá bán 450.000đ
#5 Φ 0.370mm – Dài 150m – Tải 10kg – Giá bán 450.000đ
#6 Φ 0.405mm – Dài 150m – Tải 11.5kg – Giá bán 450.000đ",https://vuadocau.com/day-cuoc-nylon-cau-ca-sunline-mark-s/,https://vuadocau.com/wp-content/uploads/2024/04/day-truc-dia-long-5.jpg,[450000],day_cuoc
Cuộn Dây Bảo Vệ Cần Câu Tự Động,nan,95000,,0.0,,10,,"Cuộn dây bảo vệ cần câu tự động cuộn, cuộn chứa dây 15m dây và kèm pát gắn cố định vào ghế hoặc thùng và cần.
Thông số
Chiều dài dây: 15m
Đường kính cuộn: 10cm
Có sẵn pát gắn thùng và kẹp ghế or cần câu",https://vuadocau.com/cuon-day-bao-ve-can-cau/,,[95000],day_cuoc
Võng Phượt Và Du Lịch Sanh Chảnh,cau-vong | xanh-trang,115000,Cầu Vồng | Xanh Trắng,0.0,,63,,"Võng phượt và du lịch sang chảnh bằng chất liệu vải bố siêu bền, êm dịu giúp bạn có phút giây nghỉ ngơi sau những chặng đường nắng và gió.",https://vuadocau.com/vong-phuot-va-du-lich-sanh-chanh/,https://vuadocau.com/wp-content/uploads/2025/08/o-cau-ca-mau-den.jpg,[115000],khac
Mồi Mềm Dấu Lưỡi DK9,nan,55000,5 màu,0.0,,295,,"Mồi mềm dẫu lưỡi chất liệu cực dai và bền bỉ thích hợp câu lóc, với action cực đẹp màu sắc bắt mắt.
Thông số:
–  Túi 5 con
–  Trọng lượng: 5g
–  Chiều dài: 9cm
–  Màu sắc: 5 màu
Thích hợp các loại lưỡi:
Lưỡi móc mồi mềm bằng thép Ar15 có chì và thìa xoay
Lưỡi móc mồi mềm KG Hook 
Lưỡi móc mồi mềm BKK 9003",https://vuadocau.com/moi-mem-dau-luoi-dk9/,https://vuadocau.com/wp-content/uploads/2023/07/TPE-55-2.jpg,[55000],moi_cau
Bắn Cao Su Sling Shot,nan,155000,,0.0,,69,,"Gắn liền với ký ức tuổi thơ của 7x, 8x và 9x đời đầu. Hoà mình vào thiên nhiên mỗi lần đi bắn chim giữa trưa hè. Một sản phẩm đậm ký ức tuổi thơ giờ đã nâng tầm thành một môn thể thao rất nhiều người yêu thích.
Phí vận chuyển 25.000 toàn quốc
Model: Sling Shot
Chất liệu: Thép không gỉ
Quà tặng: 2 Bộ dây, 1 túi bi 8li
Xem thêm nhiều mẫu khác Tại Đây",https://vuadocau.com/ban-cao-su-sling-shot/,https://vuadocau.com/wp-content/uploads/2021/07/Quang-My-Ly-7h-300x300.jpg,[155000],khac
Trục Sẵn GUF Địa Long Săn Hàng,day-6-7m2 | day-6-6m3 | day-6-5m4 | day-8-8m1 | day-8-7m2 | day-8-6m3 | day-8-5m4 | day-8-9m | day-10-9m | day-10-8m1,80000,,0.0,,12,,"Kích cỡ: 6.0 – 10.0
Thích hợp: Làm dây trục câu đài sẵn
Độ dài: 5.4m – 9.0m
Sản xuất : GUF",https://vuadocau.com/truc-san-guf-dia-long-san-hang/,https://vuadocau.com/wp-content/uploads/2025/11/phao-cau-co-den-W-20.jpg,[80000],khac
Mỡ Nền Bảo Trì Máy Câu Deuthlon Semi Fluid Grease,nan,600000,,0.0,,73,,"Mỡ Nền Deuthlon Semi Fluid Grease là loại mỡ cho các bộ phận trục quay, làm mỡ nền và dùng được cho bạc đạn chống trả ngược của máy câu.
Loại mỡ này có thể thay thế Gear Grease nếu muốn máy có độ êm nhẹ tuyệt đối nhưng đương nhiên độ bền của mỡ sẽ không dài như loại mỡ chuyên dụng Gear Grease.
Dung tích 30ml
Xuất Xứ: Châu Âu",https://vuadocau.com/deuthlon-semi-fluid-grease/,https://vuadocau.com/wp-content/uploads/2023/10/mo-daiwa-104-1.jpg,[600000],khac
Nhái Nhảy Thái Lan Bằng Gỗ,nan,150000,,0.0,,47,,Nhái nhảy Nuana là mồi câu cá lóc làm thủ công 100% bởi các nghệ nhân Thái Lan là một trong những con mồi có action thu hút cá rất tốt.,https://vuadocau.com/nhai-nhay-thai-lan-nuana-cau-ca-loc/,https://vuadocau.com/wp-content/uploads/2021/07/Quang-My-Ly-7h-300x300.jpg,[150000],khac
Bộ 3 Mồi Câu Cá Lóc Orochi,10-gram | 14-gram,140000,,0.0,,150,,"Bộ 3 mồi câu cá lóc Orochi với 3 màu khác nhau, khách hàng có thể tuỳ chọn 10 gram hoặc 14 gram. Bộ mồi câu rê cá lóc tầng đáy siêu đỉnh giành cho cần thủ nghiền câu Lóc, Trê, Nheo.",https://vuadocau.com/bo-3-moi-cau-ca-loc-orochi/,https://vuadocau.com/wp-content/uploads/2025/09/moi-vib-long-duoi-33.jpg,[140000],moi_cau
Cần Lure Máy Đứng Abu Black Max 2019,bms662ml-1m98 | bms662m-1m98 | bms702ml-2m13 | bms702m-2m13 | bms702mh-2m13 | bms762m-2m28 | bms762ml-2m28,900000 | 930000 | 960000,,0.0,,130,,"Cần câu lure máy đứng Abu Black Max 2019 của hãng đồ câu danh tiếng Abu Gracia. Thích hợp cho các cần thủ sinh viên câu lure cá lóc, chẽm và nhiều loại cá khác.
Công nghệ:
–  Được sản xuất bằng vật liệu carbon 24T
–  Khoen sứ chống ăn mòn
–  Đầu bu chống xoắn
Thông số: 
BMS662ML  –  Dài: 1m98 – Trọng lượng: 131g – Action: Regular Fast – Tải mồi: 4 – 9g – Tải dây: 6 – 10lb – Giá bán: 900.000
BMS662M –  Dài: 1m98 – Trọng lượng: 139g – Action: Regular Fast – Tải mồi: 4 – 11g – Tải dây: 6 – 12lb – Giá bán: 900.000
BMS702ML  –  Dài: 2m13 – Trọng lượng: 147g – Action: Regular Fast – Tải mồi: 4 – 9g – Tải dây: 6 – 10lb – Giá bán: 930.000
BMS702M  –  Dài: 2m13 – Trọng lượng: 152g – Action: Regular Fast – Tải mồi: 4 – 14g – Tải dây: 8 – 14lb – Giá bán: 930.000
BMS702MH –  Dài: 2m13 – Trọng lượng: 159g – Action: Regular Fast – Tải mồi: 5 – 21g – Tải dây: 12 – 16lb – Giá bán: 930.000
BMS762ML –  Dài: 2m28 – Trọng lượng: 154g – Action: Regular Fast – Tải mồi: 4 – 9g – Tải dây: 6 – 10lb – Giá bán: 960.000
BMS762M –  Dài: 2m28 – Trọng lượng: 161g – Action: Regular Fast – Tải mồi: 4 – 14g – Tải dây: 8 – 14lb – Giá bán: 960.000",https://vuadocau.com/spin-abu-black-max-2019/,https://vuadocau.com/wp-content/uploads/2025/08/can-cau-daiwa-lurenist.jpg,"[900000, 930000, 960000]",moi_cau
"Combo 10 Bộ Dây Thun Cao Su Precise 0,65mm",nan,200000,,0.0,,37,,"Thun cao su của hãng Precise dày 1,2 mm lực co giãn cực mạnh và độ bền cực cao. Đây là thun cao su tốt nhất hiện nay tại Việt Nam.
Phí vận chuyển 25.000 toàn quốc
Thông số:
–  Dày 0,65mm
–  Rộng 20mm ở gốc, 13mm ở ngọn. Lực co giãn cực mạnh, phù hợp bi 7mm
–  Mua tối thiểu 10 bộ dây thun",https://vuadocau.com/combo-10-bo-day-thun-cao-su-precise-065mm/,https://vuadocau.com/wp-content/uploads/2025/07/na-go-mun-beo-1.jpg,[200000],day_cuoc
Lưỡi Câu Nhái Thật Thép Ar15 – Kiểu A7,nan,85000,,0.0,,58,,"Lưỡi câu cá lóc kiểu A7 bằng thép Ar15 siêu cứng, siêu bén. Một khi cá đã cắn là không thể thoát, lưỡi đã gắn chì trọng lượng 7,7gram.
Khách hàng vui lòng mua tối thiểu 2 lưỡi.",https://vuadocau.com/luoi-cau-nhai-that-thep-ar15-kieu-a7/,https://vuadocau.com/wp-content/uploads/2021/07/Quang-My-Ly-7h-300x300.jpg,[85000],luoi_cau
